"V1","V2","V3","V4","V5"
0,0.0373682130391167,0.954056867594739,0.00100192463782897,0.00757299472831579
0,0.0322912709782068,0.949345735775009,0.0108860944680276,0.0074768987787564
0,0.0228398460776996,0.955468113611901,0.0143159805129804,0.00737605979741937
0,0.0204169038057,0.942460046444993,0.0292980228553725,0.00782502689393419
0,0.0157116314133983,0.941522471593619,0.0346628289367718,0.00810306805621136
0,0.0131736992101938,0.929698714694051,0.048750223857394,0.00837736223836109
0,0.00390726444143974,0.928941771260197,0.058235655410187,0.00891530888817575
0,0,0.926603764056039,0.0637847987155996,0.00961143722836154
0,0.00131933084124463,0.922296835614586,0.0688337028731417,0.0075501306710278
